ID,X_MIN,X_MAX,Y_MIN,Y_MAX,date_lidar,hdom,cv_100,cv_tot,qual,larg_buff,date_maj,hdom_maj,si
2809,237063.727271000010660,237163.727271000010660,51407.006024000002071,51507.006024000002071,2014/01/01,18.7,6.2,22.5,100,-0.0,,,
2810,237163.727271000010660,237263.727271000010660,51407.006024000002071,51507.006024000002071,2014/01/01,21.2,14.8,21.4,100,-0.0,,,
2811,237263.727271000010660,237363.727271000010660,51407.006024000002071,51507.006024000002071,2014/01/01,22.8,15.5,25.9,100,-0.0,,,
2812,237363.727271000010660,237463.727271000010660,51407.006024000002071,51507.006024000002071,2014/01/01,24.8,2.4,12.8,100,-0.0,,,
2813,237463.727271000010660,237563.727271000010660,51407.006024000002071,51507.006024000002071,2014/01/01,26.2,5.4,17.0,100,-0.0,,,
2814,237563.727271000010660,237663.727271000010660,51407.006024000002071,51507.006024000002071,2014/01/01,26.0,6.9,19.6,100,-0.0,,,
2815,237663.727271000010660,237763.727271000010660,51407.006024000002071,51507.006024000002071,2014/01/01,22.8,5.3,19.1,100,-0.0,,,
2816,237763.727271000010660,237863.727271000010660,51407.006024000002071,51507.006024000002071,2014/01/01,22.6,8.9,28.8,100,-0.0,,,
2817,237863.727271000010660,237963.727271000010660,51407.006024000002071,51507.006024000002071,2014/01/01,23.4,11.2,23.3,100,-0.0,,,
2818,237963.727271000010660,238063.727271000010660,51407.006024000002071,51507.006024000002071,2014/01/01,23.5,11.1,27.9,100,-0.0,,,
2819,238063.727271000010660,238163.727271000010660,51407.006024000002071,51507.006024000002071,2014/01/01,22.8,9.2,22.8,100,-0.0,,,
2820,238163.727271000010660,238263.727271000010660,51407.006024000002071,51507.006024000002071,2014/01/01,23.1,22.4,48.8,100,-0.0,,,
2821,238263.727271000010660,238363.727271000010660,51407.006024000002071,51507.006024000002071,2014/01/01,24.3,28.6,66.8,100,-0.0,,,
2822,238363.727271000010660,238463.727271000010660,51407.006024000002071,51507.006024000002071,2014/01/01,22.1,30.4,52.7,100,-0.0,,,
2823,238463.727271000010660,238563.727271000010660,51407.006024000002071,51507.006024000002071,2014/01/01,18.4,36.8,63.8,100,-0.0,,,
2824,238563.727271000010660,238663.727271000010660,51407.006024000002071,51507.006024000002071,2014/01/01,10.9,66.8,75.9,100,-0.0,,,
2825,238663.727271000010660,238763.727271000010660,51407.006024000002071,51507.006024000002071,2014/01/01,15.2,51.5,55.3,17,-0.0,,,
2826,238763.727271000010660,238863.727271000010660,51407.006024000002071,51507.006024000002071,2014/01/01,10.4,41.5,46.0,11,-0.0,,,
2827,238863.727271000010660,238963.727271000010660,51407.006024000002071,51507.006024000002071,2014/01/01,13.3,21.8,23.6,17,-0.0,,,
2828,238963.727271000010660,239063.727271000010660,51407.006024000002071,51507.006024000002071,2014/01/01,11.7,29.4,32.2,14,-0.0,,,
2829,239063.727271000010660,239163.727271000010660,51407.006024000002071,51507.006024000002071,2014/01/01,9.4,30.6,34.3,19,-0.0,,,
2830,239163.727271000010660,239263.727271000010660,51407.006024000002071,51507.006024000002071,2014/01/01,11.5,30.7,33.7,31,-0.0,,,
2831,239263.727271000010660,239363.727271000010660,51407.006024000002071,51507.006024000002071,2014/01/01,16.7,36.1,38.5,65,-0.0,,,
2832,239363.727271000010660,239463.727271000010660,51407.006024000002071,51507.006024000002071,2014/01/01,18.8,34.2,36.2,90,-0.0,,,
2833,239463.727271000010660,239563.727271000010660,51407.006024000002071,51507.006024000002071,2014/01/01,10.6,19.1,21.1,20,-0.0,,,
2834,239563.727271000010660,239663.727271000010660,51407.006024000002071,51507.006024000002071,2014/01/01,14.8,21.7,31.9,100,-0.0,,,
2835,239663.727271000010660,239763.727271000010660,51407.006024000002071,51507.006024000002071,2014/01/01,13.0,7.2,14.6,100,-0.0,,,
2836,239763.727271000010660,239863.727271000010660,51407.006024000002071,51507.006024000002071,2014/01/01,9.3,16.2,18.2,28,-0.0,,,
2837,239863.727271000010660,239963.727271000010660,51407.006024000002071,51507.006024000002071,2014/01/01,6.5,7.9,12.8,100,-0.0,,,
2838,239963.727271000010660,240063.727271000010660,51407.006024000002071,51507.006024000002071,2014/01/01,11.6,44.5,48.8,12,-0.0,,,
2839,240063.727271000010660,240163.727271000010660,51407.006024000002071,51507.006024000002071,2014/01/01,12.8,21.0,22.8,17,-0.0,,,
2840,240163.727271000010660,240263.727271000010660,51407.006024000002071,51507.006024000002071,2014/01/01,6.0,15.7,18.9,3,-0.0,,,
2841,240263.727271000010660,240363.727271000010660,51407.006024000002071,51507.006024000002071,2014/01/01,12.3,11.2,12.3,26,-0.0,,,
2842,240363.727271000010660,240463.727271000010660,51407.006024000002071,51507.006024000002071,2014/01/01,19.2,29.7,31.4,39,-0.0,,,
2843,240463.727271000010660,240563.727271000010660,51407.006024000002071,51507.006024000002071,2014/01/01,9.6,37.0,41.4,11,-0.0,,,
2844,240563.727271000010660,240663.727271000010660,51407.006024000002071,51507.006024000002071,2014/01/01,12.7,40.9,44.4,56,-0.0,,,
2845,240663.727271000010660,240763.727271000010660,51407.006024000002071,51507.006024000002071,2014/01/01,15.7,-1.0,-1.0,1,-0.0,,,
2846,240763.727271000010660,240863.727271000010660,51407.006024000002071,51507.006024000002071,2014/01/01,8.5,30.1,34.3,2,-0.0,,,
2847,240863.727271000010660,240963.727271000010660,51407.006024000002071,51507.006024000002071,,,,,,-0.0,,,
2848,240963.727271000010660,241063.727271000010660,51407.006024000002071,51507.006024000002071,,,,,,-0.0,,,
2849,241063.727271000010660,241163.727271000010660,51407.006024000002071,51507.006024000002071,,,,,,-0.0,,,
2850,241163.727271000010660,241263.727271000010660,51407.006024000002071,51507.006024000002071,2014/01/01,28.1,21.7,22.5,85,-0.0,,,
2851,241263.727271000010660,241363.727271000010660,51407.006024000002071,51507.006024000002071,2014/01/01,34.3,5.3,9.8,100,-0.0,,,
2852,241363.727271000010660,241463.727271000010660,51407.006024000002071,51507.006024000002071,2014/01/01,16.7,60.3,64.2,92,-0.0,,,
2853,241463.727271000010660,241563.727271000010660,51407.006024000002071,51507.006024000002071,2014/01/01,25.6,3.4,16.7,100,-0.0,,,
2854,241563.727271000010660,241663.727271000010660,51407.006024000002071,51507.006024000002071,2014/01/01,26.0,2.9,14.4,100,-0.0,,,
2855,241663.727271000010660,241763.727271000010660,51407.006024000002071,51507.006024000002071,2014/01/01,23.9,3.1,20.5,100,-0.0,,,
2856,241763.727271000010660,241863.727271000010660,51407.006024000002071,51507.006024000002071,2014/01/01,18.7,21.8,31.1,100,-0.0,,,
2857,241863.727271000010660,241963.727271000010660,51407.006024000002071,51507.006024000002071,2014/01/01,22.3,5.7,29.2,100,-0.0,,,
2858,241963.727271000010660,242063.727271000010660,51407.006024000002071,51507.006024000002071,2014/01/01,21.0,6.0,6.3,34,-0.0,,,
2859,242063.727271000010660,242163.727271000010660,51407.006024000002071,51507.006024000002071,2014/01/01,12.5,38.7,42.2,54,-0.0,,,
2860,242163.727271000010660,242263.727271000010660,51407.006024000002071,51507.006024000002071,2014/01/01,12.4,4.1,7.4,100,-0.0,,,
2861,242263.727271000010660,242363.727271000010660,51407.006024000002071,51507.006024000002071,2014/01/01,17.1,33.2,38.2,100,-0.0,,,
2862,242363.727271000010660,242463.727271000010660,51407.006024000002071,51507.006024000002071,2014/01/01,25.2,12.0,27.9,100,-0.0,,,
2863,242463.727271000010660,242563.727271000010660,51407.006024000002071,51507.006024000002071,2014/01/01,25.9,6.9,23.6,100,-0.0,,,
2864,242563.727271000010660,242663.727271000010660,51407.006024000002071,51507.006024000002071,2014/01/01,26.1,4.8,29.7,100,-0.0,,,
2865,242663.727271000010660,242763.727271000010660,51407.006024000002071,51507.006024000002071,2014/01/01,22.5,30.8,57.6,100,-0.0,,,
2866,242763.727271000010660,242863.727271000010660,51407.006024000002071,51507.006024000002071,2014/01/01,22.9,20.0,34.8,100,-0.0,,,
2867,242863.727271000010660,242963.727271000010660,51407.006024000002071,51507.006024000002071,2014/01/01,22.8,23.2,29.7,100,-0.0,,,
2868,242963.727271000010660,243063.727271000010660,51407.006024000002071,51507.006024000002071,2014/01/01,22.0,26.9,28.2,97,-0.0,,,
2869,243063.727271000010660,243163.727271000010660,51407.006024000002071,51507.006024000002071,2014/01/01,24.0,24.8,29.4,100,-0.0,,,
2870,243163.727271000010660,243263.727271000010660,51407.006024000002071,51507.006024000002071,2014/01/01,24.4,11.5,33.2,100,-0.0,,,
2871,243263.727271000010660,243363.727271000010660,51407.006024000002071,51507.006024000002071,2014/01/01,23.9,18.9,32.9,100,-0.0,,,
2872,243363.727271000010660,243463.727271000010660,51407.006024000002071,51507.006024000002071,2014/01/01,23.2,25.6,37.7,100,-0.0,,,
2873,243463.727271000010660,243563.727271000010660,51407.006024000002071,51507.006024000002071,2014/01/01,23.2,20.4,30.9,100,-0.0,,,
2874,243563.727271000010660,243663.727271000010660,51407.006024000002071,51507.006024000002071,2014/01/01,22.6,27.7,30.0,100,-0.0,,,
2875,243663.727271000010660,243763.727271000010660,51407.006024000002071,51507.006024000002071,2014/01/01,22.4,31.3,32.8,92,-0.0,,,
2876,243763.727271000010660,243863.727271000010660,51407.006024000002071,51507.006024000002071,2014/01/01,20.5,30.7,36.4,100,-0.0,,,
2877,243863.727271000010660,243963.727271000010660,51407.006024000002071,51507.006024000002071,2014/01/01,26.4,7.7,26.1,100,-0.0,,,
2878,243963.727271000010660,244063.727271000010660,51407.006024000002071,51507.006024000002071,2014/01/01,25.0,10.5,28.1,100,-0.0,,,
2879,244063.727271000010660,244163.727271000010660,51407.006024000002071,51507.006024000002071,2014/01/01,23.6,19.7,29.4,100,-0.0,,,
2880,244163.727271000010660,244263.727271000010660,51407.006024000002071,51507.006024000002071,2014/01/01,24.6,10.1,23.3,100,-0.0,,,
2881,244263.727271000010660,244363.727271000010660,51407.006024000002071,51507.006024000002071,2014/01/01,25.5,5.3,10.6,100,-0.0,,,
2882,244363.727271000010660,244463.727271000010660,51407.006024000002071,51507.006024000002071,2014/01/01,24.5,7.3,18.8,100,-0.0,,,
2883,244463.727271000010660,244563.727271000010660,51407.006024000002071,51507.006024000002071,2014/01/01,31.0,16.4,24.2,100,-0.0,,,
2884,244563.727271000010660,244663.727271000010660,51407.006024000002071,51507.006024000002071,2014/01/01,36.8,4.8,22.3,100,-0.0,,,
2885,244663.727271000010660,244763.727271000010660,51407.006024000002071,51507.006024000002071,2014/01/01,35.9,4.2,21.8,100,-0.0,,,
2886,244763.727271000010660,244863.727271000010660,51407.006024000002071,51507.006024000002071,2014/01/01,35.1,12.2,24.2,100,-0.0,,,
2887,244863.727271000010660,244963.727271000010660,51407.006024000002071,51507.006024000002071,2014/01/01,37.5,7.3,36.3,100,-0.0,,,
2888,244963.727271000010660,245063.727271000010660,51407.006024000002071,51507.006024000002071,2014/01/01,37.8,3.4,22.9,100,-0.0,,,
2889,245063.727271000010660,245163.727271000010660,51407.006024000002071,51507.006024000002071,2014/01/01,19.2,41.1,44.1,100,-0.0,,,
2890,245163.727271000010660,245263.727271000010660,51407.006024000002071,51507.006024000002071,2014/01/01,17.3,24.5,44.4,100,-0.0,,,
2891,245263.727271000010660,245363.727271000010660,51407.006024000002071,51507.006024000002071,2014/01/01,27.4,7.1,14.6,100,-0.0,,,
2892,245363.727271000010660,245463.727271000010660,51407.006024000002071,51507.006024000002071,2014/01/01,24.4,16.9,24.1,100,-0.0,,,
2893,245463.727271000010660,245563.727271000010660,51407.006024000002071,51507.006024000002071,2014/01/01,30.4,6.8,27.4,100,-0.0,,,
2894,245563.727271000010660,245663.727271000010660,51407.006024000002071,51507.006024000002071,2014/01/01,25.6,3.7,12.9,100,-0.0,,,
2895,245663.727271000010660,245763.727271000010660,51407.006024000002071,51507.006024000002071,2014/01/01,25.3,4.6,17.2,100,-0.0,,,
2896,245763.727271000010660,245863.727271000010660,51407.006024000002071,51507.006024000002071,2014/01/01,24.6,9.5,21.9,100,-0.0,,,
2897,245863.727271000010660,245963.727271000010660,51407.006024000002071,51507.006024000002071,2014/01/01,23.9,14.0,23.3,100,-0.0,,,
2898,245963.727271000010660,246063.727271000010660,51407.006024000002071,51507.006024000002071,2014/01/01,27.9,7.2,21.9,100,-0.0,,,
2899,246063.727271000010660,246163.727271000010660,51407.006024000002071,51507.006024000002071,2014/01/01,28.2,6.5,18.4,100,-0.0,,,
2900,246163.727271000010660,246263.727271000010660,51407.006024000002071,51507.006024000002071,2014/01/01,27.6,5.3,21.3,100,-0.0,,,
2901,246263.727271000010660,246363.727271000010660,51407.006024000002071,51507.006024000002071,2014/01/01,29.5,4.7,21.8,100,-0.0,,,
2902,246363.727271000010660,246463.727271000010660,51407.006024000002071,51507.006024000002071,2014/01/01,27.5,5.1,16.3,100,-0.0,,,
2903,246463.727271000010660,246563.727271000010660,51407.006024000002071,51507.006024000002071,2014/01/01,27.9,4.5,25.7,100,-0.0,,,
2904,246563.727271000010660,246663.727271000010660,51407.006024000002071,51507.006024000002071,2014/01/01,29.3,7.5,23.8,100,-0.0,,,
2905,246663.727271000010660,246763.727271000010660,51407.006024000002071,51507.006024000002071,2014/01/01,29.1,11.6,38.1,100,-0.0,,,
2952,236063.727271000010660,236163.727271000010660,51307.006024000002071,51407.006024000002071,2014/01/01,24.4,4.8,7.6,100,-0.0,,,
2953,236163.727271000010660,236263.727271000010660,51307.006024000002071,51407.006024000002071,2014/01/01,23.3,5.7,25.7,100,-0.0,,,
2954,236263.727271000010660,236363.727271000010660,51307.006024000002071,51407.006024000002071,2014/01/01,25.6,4.8,29.4,100,-0.0,,,
2955,236363.727271000010660,236463.727271000010660,51307.006024000002071,51407.006024000002071,2014/01/01,23.8,7.6,17.4,100,-0.0,,,
2956,236463.727271000010660,236563.727271000010660,51307.006024000002071,51407.006024000002071,2014/01/01,26.1,4.9,19.7,100,-0.0,,,
2957,236563.727271000010660,236663.727271000010660,51307.006024000002071,51407.006024000002071,2014/01/01,25.2,13.9,32.5,100,-0.0,,,
2958,236663.727271000010660,236763.727271000010660,51307.006024000002071,51407.006024000002071,2014/01/01,25.9,8.4,28.5,100,-0.0,,,
2959,236763.727271000010660,236863.727271000010660,51307.006024000002071,51407.006024000002071,2014/01/01,19.2,20.0,22.9,100,-0.0,,,
2960,236863.727271000010660,236963.727271000010660,51307.006024000002071,51407.006024000002071,2014/01/01,9.0,32.4,37.7,100,-0.0,,,
2961,236963.727271000010660,237063.727271000010660,51307.006024000002071,51407.006024000002071,2014/01/01,14.2,22.6,40.4,100,-0.0,,,
2962,237063.727271000010660,237163.727271000010660,51307.006024000002071,51407.006024000002071,2014/01/01,18.0,8.9,24.5,100,-0.0,,,
2963,237163.727271000010660,237263.727271000010660,51307.006024000002071,51407.006024000002071,2014/01/01,20.7,18.1,23.9,100,-0.0,,,
2964,237263.727271000010660,237363.727271000010660,51307.006024000002071,51407.006024000002071,2014/01/01,21.3,17.6,33.9,100,-0.0,,,
2965,237363.727271000010660,237463.727271000010660,51307.006024000002071,51407.006024000002071,2014/01/01,22.9,3.9,26.0,100,-0.0,,,
2966,237463.727271000010660,237563.727271000010660,51307.006024000002071,51407.006024000002071,2014/01/01,23.6,5.5,15.3,100,-0.0,,,
2967,237563.727271000010660,237663.727271000010660,51307.006024000002071,51407.006024000002071,2014/01/01,22.1,7.3,22.8,100,-0.0,,,
2968,237663.727271000010660,237763.727271000010660,51307.006024000002071,51407.006024000002071,2014/01/01,21.3,11.5,18.5,100,-0.0,,,
2969,237763.727271000010660,237863.727271000010660,51307.006024000002071,51407.006024000002071,2014/01/01,23.5,4.9,21.4,100,-0.0,,,
2970,237863.727271000010660,237963.727271000010660,51307.006024000002071,51407.006024000002071,2014/01/01,23.4,15.3,30.9,100,-0.0,,,
2971,237963.727271000010660,238063.727271000010660,51307.006024000002071,51407.006024000002071,2014/01/01,23.0,10.9,26.8,100,-0.0,,,
2972,238063.727271000010660,238163.727271000010660,51307.006024000002071,51407.006024000002071,2014/01/01,22.3,3.4,9.0,100,-0.0,,,
2973,238163.727271000010660,238263.727271000010660,51307.006024000002071,51407.006024000002071,2014/01/01,23.2,6.8,18.6,100,-0.0,,,
2974,238263.727271000010660,238363.727271000010660,51307.006024000002071,51407.006024000002071,2014/01/01,23.4,22.3,32.3,100,-0.0,,,
2975,238363.727271000010660,238463.727271000010660,51307.006024000002071,51407.006024000002071,2014/01/01,34.3,3.6,16.6,100,-0.0,,,
2976,238463.727271000010660,238563.727271000010660,51307.006024000002071,51407.006024000002071,2014/01/01,33.4,4.4,28.0,100,-0.0,,,
2977,238563.727271000010660,238663.727271000010660,51307.006024000002071,51407.006024000002071,2014/01/01,34.2,2.9,17.0,100,-0.0,,,
2978,238663.727271000010660,238763.727271000010660,51307.006024000002071,51407.006024000002071,2014/01/01,25.4,39.3,40.9,60,-0.0,,,
2979,238763.727271000010660,238863.727271000010660,51307.006024000002071,51407.006024000002071,,,,,,-0.0,,,
2980,238863.727271000010660,238963.727271000010660,51307.006024000002071,51407.006024000002071,,,,,,-0.0,,,
2981,238963.727271000010660,239063.727271000010660,51307.006024000002071,51407.006024000002071,,,,,,-0.0,,,
2982,239063.727271000010660,239163.727271000010660,51307.006024000002071,51407.006024000002071,,,,,,-0.0,,,
2983,239163.727271000010660,239263.727271000010660,51307.006024000002071,51407.006024000002071,2014/01/01,12.4,33.2,36.2,16,-0.0,,,
2984,239263.727271000010660,239363.727271000010660,51307.006024000002071,51407.006024000002071,2014/01/01,14.2,33.3,35.9,66,-0.0,,,
2985,239363.727271000010660,239463.727271000010660,51307.006024000002071,51407.006024000002071,2014/01/01,18.9,12.1,28.1,100,-0.0,,,
2986,239463.727271000010660,239563.727271000010660,51307.006024000002071,51407.006024000002071,2014/01/01,17.8,32.2,34.1,12,-0.0,,,
2987,239563.727271000010660,239663.727271000010660,51307.006024000002071,51407.006024000002071,2014/01/01,23.5,17.7,67.0,100,-0.0,,,
2988,239663.727271000010660,239763.727271000010660,51307.006024000002071,51407.006024000002071,2014/01/01,17.1,20.2,28.5,100,-0.0,,,
2989,239763.727271000010660,239863.727271000010660,51307.006024000002071,51407.006024000002071,2014/01/01,15.5,7.9,22.7,100,-0.0,,,
2990,239863.727271000010660,239963.727271000010660,51307.006024000002071,51407.006024000002071,2014/01/01,6.5,9.4,13.8,100,-0.0,,,
2991,239963.727271000010660,240063.727271000010660,51307.006024000002071,51407.006024000002071,,,,,,-0.0,,,
2992,240063.727271000010660,240163.727271000010660,51307.006024000002071,51407.006024000002071,,,,,,-0.0,,,
2993,240163.727271000010660,240263.727271000010660,51307.006024000002071,51407.006024000002071,2014/01/01,6.6,6.8,8.1,4,-0.0,,,
2994,240263.727271000010660,240363.727271000010660,51307.006024000002071,51407.006024000002071,,,,,,-0.0,,,
2995,240363.727271000010660,240463.727271000010660,51307.006024000002071,51407.006024000002071,2014/01/01,12.4,45.2,49.2,31,-0.0,,,
2996,240463.727271000010660,240563.727271000010660,51307.006024000002071,51407.006024000002071,2014/01/01,11.8,47.1,51.6,9,-0.0,,,
2997,240563.727271000010660,240663.727271000010660,51307.006024000002071,51407.006024000002071,,,,,,-0.0,,,
2998,240663.727271000010660,240763.727271000010660,51307.006024000002071,51407.006024000002071,,,,,,-0.0,,,
2999,240763.727271000010660,240863.727271000010660,51307.006024000002071,51407.006024000002071,2014/01/01,6.0,11.8,14.2,6,-0.0,,,
3000,240863.727271000010660,240963.727271000010660,51307.006024000002071,51407.006024000002071,,,,,,-0.0,,,
3001,240963.727271000010660,241063.727271000010660,51307.006024000002071,51407.006024000002071,2014/01/01,7.1,16.5,19.2,4,-0.0,,,
3002,241063.727271000010660,241163.727271000010660,51307.006024000002071,51407.006024000002071,2014/01/01,9.5,35.7,40.0,24,-0.0,,,
3003,241163.727271000010660,241263.727271000010660,51307.006024000002071,51407.006024000002071,2014/01/01,24.4,32.0,33.4,49,-0.0,,,
3004,241263.727271000010660,241363.727271000010660,51307.006024000002071,51407.006024000002071,2014/01/01,33.2,6.2,37.1,100,-0.0,,,
3005,241363.727271000010660,241463.727271000010660,51307.006024000002071,51407.006024000002071,2014/01/01,31.2,24.4,46.4,100,-0.0,,,
3006,241463.727271000010660,241563.727271000010660,51307.006024000002071,51407.006024000002071,2014/01/01,23.4,5.7,19.8,100,-0.0,,,
3007,241563.727271000010660,241663.727271000010660,51307.006024000002071,51407.006024000002071,2014/01/01,26.9,2.5,6.2,100,-0.0,,,
3008,241663.727271000010660,241763.727271000010660,51307.006024000002071,51407.006024000002071,2014/01/01,28.4,6.5,11.1,100,-0.0,,,
3009,241763.727271000010660,241863.727271000010660,51307.006024000002071,51407.006024000002071,2014/01/01,23.3,6.0,19.5,100,-0.0,,,
3010,241863.727271000010660,241963.727271000010660,51307.006024000002071,51407.006024000002071,2014/01/01,22.3,5.2,23.6,100,-0.0,,,
3011,241963.727271000010660,242063.727271000010660,51307.006024000002071,51407.006024000002071,2014/01/01,18.4,23.4,26.8,100,-0.0,,,
3012,242063.727271000010660,242163.727271000010660,51307.006024000002071,51407.006024000002071,2014/01/01,20.3,3.5,22.5,100,-0.0,,,
3013,242163.727271000010660,242263.727271000010660,51307.006024000002071,51407.006024000002071,2014/01/01,20.4,2.4,19.0,100,-0.0,,,
3014,242263.727271000010660,242363.727271000010660,51307.006024000002071,51407.006024000002071,2014/01/01,22.2,11.8,31.7,100,-0.0,,,
3015,242363.727271000010660,242463.727271000010660,51307.006024000002071,51407.006024000002071,2014/01/01,26.8,5.2,21.6,100,-0.0,,,
3016,242463.727271000010660,242563.727271000010660,51307.006024000002071,51407.006024000002071,2014/01/01,23.7,8.8,23.9,100,-0.0,,,
3017,242563.727271000010660,242663.727271000010660,51307.006024000002071,51407.006024000002071,2014/01/01,25.5,4.0,11.6,100,-0.0,,,
3018,242663.727271000010660,242763.727271000010660,51307.006024000002071,51407.006024000002071,2014/01/01,25.8,3.7,22.1,100,-0.0,,,
3019,242763.727271000010660,242863.727271000010660,51307.006024000002071,51407.006024000002071,2014/01/01,22.6,26.9,42.3,100,-0.0,,,
3020,242863.727271000010660,242963.727271000010660,51307.006024000002071,51407.006024000002071,2014/01/01,19.6,28.6,42.1,100,-0.0,,,
3021,242963.727271000010660,243063.727271000010660,51307.006024000002071,51407.006024000002071,2014/01/01,25.0,5.3,23.1,100,-0.0,,,
3022,243063.727271000010660,243163.727271000010660,51307.006024000002071,51407.006024000002071,2014/01/01,24.9,14.1,26.3,100,-0.0,,,
3023,243163.727271000010660,243263.727271000010660,51307.006024000002071,51407.006024000002071,2014/01/01,22.4,26.4,27.7,97,-0.0,,,
3024,243263.727271000010660,243363.727271000010660,51307.006024000002071,51407.006024000002071,2014/01/01,23.6,22.5,36.1,100,-0.0,,,
3025,243363.727271000010660,243463.727271000010660,51307.006024000002071,51407.006024000002071,2014/01/01,24.0,27.6,40.8,100,-0.0,,,
3026,243463.727271000010660,243563.727271000010660,51307.006024000002071,51407.006024000002071,2014/01/01,23.3,27.2,39.7,100,-0.0,,,
3027,243563.727271000010660,243663.727271000010660,51307.006024000002071,51407.006024000002071,2014/01/01,27.4,5.3,27.0,100,-0.0,,,
3028,243663.727271000010660,243763.727271000010660,51307.006024000002071,51407.006024000002071,2014/01/01,20.8,42.4,44.6,98,-0.0,,,
3029,243763.727271000010660,243863.727271000010660,51307.006024000002071,51407.006024000002071,2014/01/01,24.0,14.0,25.4,100,-0.0,,,
3030,243863.727271000010660,243963.727271000010660,51307.006024000002071,51407.006024000002071,2014/01/01,25.5,12.1,28.1,100,-0.0,,,
3031,243963.727271000010660,244063.727271000010660,51307.006024000002071,51407.006024000002071,2014/01/01,24.8,8.4,26.6,100,-0.0,,,
3032,244063.727271000010660,244163.727271000010660,51307.006024000002071,51407.006024000002071,2014/01/01,27.3,4.8,17.9,100,-0.0,,,
3033,244163.727271000010660,244263.727271000010660,51307.006024000002071,51407.006024000002071,2014/01/01,25.0,12.7,25.5,100,-0.0,,,
3034,244263.727271000010660,244363.727271000010660,51307.006024000002071,51407.006024000002071,2014/01/01,24.2,10.8,20.0,100,-0.0,,,
3035,244363.727271000010660,244463.727271000010660,51307.006024000002071,51407.006024000002071,2014/01/01,32.3,11.2,21.9,100,-0.0,,,
3036,244463.727271000010660,244563.727271000010660,51307.006024000002071,51407.006024000002071,2014/01/01,34.2,11.4,24.6,100,-0.0,,,
3037,244563.727271000010660,244663.727271000010660,51307.006024000002071,51407.006024000002071,2014/01/01,25.6,19.7,27.3,100,-0.0,,,
3038,244663.727271000010660,244763.727271000010660,51307.006024000002071,51407.006024000002071,2014/01/01,23.3,16.7,31.9,100,-0.0,,,
3039,244763.727271000010660,244863.727271000010660,51307.006024000002071,51407.006024000002071,2014/01/01,22.4,18.0,28.5,100,-0.0,,,
3040,244863.727271000010660,244963.727271000010660,51307.006024000002071,51407.006024000002071,2014/01/01,20.6,17.8,26.7,100,-0.0,,,
3041,244963.727271000010660,245063.727271000010660,51307.006024000002071,51407.006024000002071,2014/01/01,25.4,6.1,23.7,100,-0.0,,,
3042,245063.727271000010660,245163.727271000010660,51307.006024000002071,51407.006024000002071,2014/01/01,19.2,17.2,24.6,100,-0.0,,,
3043,245163.727271000010660,245263.727271000010660,51307.006024000002071,51407.006024000002071,2014/01/01,21.1,33.1,34.8,95,-0.0,,,
3044,245263.727271000010660,245363.727271000010660,51307.006024000002071,51407.006024000002071,2014/01/01,26.1,6.9,10.8,100,-0.0,,,
3045,245363.727271000010660,245463.727271000010660,51307.006024000002071,51407.006024000002071,2014/01/01,25.6,6.5,17.8,100,-0.0,,,
3046,245463.727271000010660,245563.727271000010660,51307.006024000002071,51407.006024000002071,2014/01/01,25.6,5.5,17.8,100,-0.0,,,
3047,245563.727271000010660,245663.727271000010660,51307.006024000002071,51407.006024000002071,2014/01/01,24.4,10.2,19.9,100,-0.0,,,
3048,245663.727271000010660,245763.727271000010660,51307.006024000002071,51407.006024000002071,2014/01/01,26.1,5.7,12.6,100,-0.0,,,
3049,245763.727271000010660,245863.727271000010660,51307.006024000002071,51407.006024000002071,2014/01/01,24.1,12.5,20.9,100,-0.0,,,
3050,245863.727271000010660,245963.727271000010660,51307.006024000002071,51407.006024000002071,2014/01/01,26.7,7.1,24.7,100,-0.0,,,
3051,245963.727271000010660,246063.727271000010660,51307.006024000002071,51407.006024000002071,2014/01/01,27.2,5.2,24.3,100,-0.0,,,
3052,246063.727271000010660,246163.727271000010660,51307.006024000002071,51407.006024000002071,2014/01/01,27.7,5.4,24.3,100,-0.0,,,
3053,246163.727271000010660,246263.727271000010660,51307.006024000002071,51407.006024000002071,2014/01/01,26.5,6.4,18.1,100,-0.0,,,
3054,246263.727271000010660,246363.727271000010660,51307.006024000002071,51407.006024000002071,2014/01/01,28.5,5.4,21.2,100,-0.0,,,
3055,246363.727271000010660,246463.727271000010660,51307.006024000002071,51407.006024000002071,2014/01/01,26.3,11.0,27.3,100,-0.0,,,
3056,246463.727271000010660,246563.727271000010660,51307.006024000002071,51407.006024000002071,2014/01/01,27.0,6.4,19.5,100,-0.0,,,
3057,246563.727271000010660,246663.727271000010660,51307.006024000002071,51407.006024000002071,2014/01/01,27.3,4.6,7.7,100,-0.0,,,
3105,236063.727271000010660,236163.727271000010660,51207.006024000002071,51307.006024000002071,2014/01/01,21.5,4.1,6.9,100,-0.0,,,
3106,236163.727271000010660,236263.727271000010660,51207.006024000002071,51307.006024000002071,2014/01/01,24.6,3.8,17.4,100,-0.0,,,
3107,236263.727271000010660,236363.727271000010660,51207.006024000002071,51307.006024000002071,2014/01/01,24.1,16.1,30.7,100,-0.0,,,
3108,236363.727271000010660,236463.727271000010660,51207.006024000002071,51307.006024000002071,2014/01/01,26.0,6.1,24.1,100,-0.0,,,
