ID,X_MIN,X_MAX,Y_MIN,Y_MAX,date_lidar,hdom,cv_100,cv_tot,qual,larg_buff,date_maj,hdom_maj,si
885,243563.727271000010660,243663.727271000010660,52707.006024000002071,52807.006024000002071,2014/01/01,24.7,6.6,17.3,100,-0.0,,,
886,243663.727271000010660,243763.727271000010660,52707.006024000002071,52807.006024000002071,2014/01/01,21.4,25.1,26.4,72,-0.0,,,
887,243763.727271000010660,243863.727271000010660,52707.006024000002071,52807.006024000002071,2014/01/01,22.5,13.5,23.0,100,-0.0,,,
888,243863.727271000010660,243963.727271000010660,52707.006024000002071,52807.006024000002071,2014/01/01,21.4,15.2,20.7,100,-0.0,,,
889,243963.727271000010660,244063.727271000010660,52707.006024000002071,52807.006024000002071,2014/01/01,23.8,14.0,24.4,100,-0.0,,,
890,244063.727271000010660,244163.727271000010660,52707.006024000002071,52807.006024000002071,2014/01/01,22.4,29.8,31.2,87,-0.0,,,
891,244163.727271000010660,244263.727271000010660,52707.006024000002071,52807.006024000002071,2014/01/01,23.4,22.1,25.6,100,-0.0,,,
892,244263.727271000010660,244363.727271000010660,52707.006024000002071,52807.006024000002071,2014/01/01,24.4,20.5,28.3,100,-0.0,,,
893,244363.727271000010660,244463.727271000010660,52707.006024000002071,52807.006024000002071,2014/01/01,24.9,24.5,25.5,79,-0.0,,,
894,244463.727271000010660,244563.727271000010660,52707.006024000002071,52807.006024000002071,2014/01/01,24.0,22.1,28.0,100,-0.0,,,
895,244563.727271000010660,244663.727271000010660,52707.006024000002071,52807.006024000002071,2014/01/01,26.6,11.3,23.5,100,-0.0,,,
896,244663.727271000010660,244763.727271000010660,52707.006024000002071,52807.006024000002071,2014/01/01,27.6,6.1,16.9,100,-0.0,,,
897,244763.727271000010660,244863.727271000010660,52707.006024000002071,52807.006024000002071,2014/01/01,27.0,10.4,20.5,100,-0.0,,,
898,244863.727271000010660,244963.727271000010660,52707.006024000002071,52807.006024000002071,2014/01/01,23.4,30.5,31.9,100,-0.0,,,
899,244963.727271000010660,245063.727271000010660,52707.006024000002071,52807.006024000002071,2014/01/01,26.4,18.8,24.7,100,-0.0,,,
900,245063.727271000010660,245163.727271000010660,52707.006024000002071,52807.006024000002071,2014/01/01,22.2,26.4,32.1,100,-0.0,,,
901,245163.727271000010660,245263.727271000010660,52707.006024000002071,52807.006024000002071,2014/01/01,24.6,15.3,27.1,100,-0.0,,,
902,245263.727271000010660,245363.727271000010660,52707.006024000002071,52807.006024000002071,2014/01/01,22.1,18.5,30.5,100,-0.0,,,
903,245363.727271000010660,245463.727271000010660,52707.006024000002071,52807.006024000002071,2014/01/01,8.9,-1.0,25.0,100,-0.0,,,
998,239563.727271000010660,239663.727271000010660,52607.006024000002071,52707.006024000002071,,,,,,-0.0,,,
999,239663.727271000010660,239763.727271000010660,52607.006024000002071,52707.006024000002071,,,,,,-0.0,,,
1000,239763.727271000010660,239863.727271000010660,52607.006024000002071,52707.006024000002071,,,,,,-0.0,,,
1001,239863.727271000010660,239963.727271000010660,52607.006024000002071,52707.006024000002071,,,,,,-0.0,,,
1002,239963.727271000010660,240063.727271000010660,52607.006024000002071,52707.006024000002071,,,,,,-0.0,,,
1003,240063.727271000010660,240163.727271000010660,52607.006024000002071,52707.006024000002071,,,,,,-0.0,,,
1004,240163.727271000010660,240263.727271000010660,52607.006024000002071,52707.006024000002071,,,,,,-0.0,,,
1005,240263.727271000010660,240363.727271000010660,52607.006024000002071,52707.006024000002071,,,,,,-0.0,,,
1028,242563.727271000010660,242663.727271000010660,52607.006024000002071,52707.006024000002071,2014/01/01,15.7,56.1,60.0,63,-0.0,,,
1029,242663.727271000010660,242763.727271000010660,52607.006024000002071,52707.006024000002071,2014/01/01,17.7,27.3,33.2,100,-0.0,,,
1030,242763.727271000010660,242863.727271000010660,52607.006024000002071,52707.006024000002071,2014/01/01,17.0,19.9,26.1,100,-0.0,,,
1031,242863.727271000010660,242963.727271000010660,52607.006024000002071,52707.006024000002071,2014/01/01,12.6,34.6,36.5,100,-0.0,,,
1032,242963.727271000010660,243063.727271000010660,52607.006024000002071,52707.006024000002071,2014/01/01,16.6,33.0,49.1,100,-0.0,,,
1033,243063.727271000010660,243163.727271000010660,52607.006024000002071,52707.006024000002071,2014/01/01,18.0,22.1,35.5,100,-0.0,,,
1034,243163.727271000010660,243263.727271000010660,52607.006024000002071,52707.006024000002071,2014/01/01,18.1,21.5,32.5,100,-0.0,,,
1035,243263.727271000010660,243363.727271000010660,52607.006024000002071,52707.006024000002071,2014/01/01,25.4,9.0,25.4,100,-0.0,,,
1036,243363.727271000010660,243463.727271000010660,52607.006024000002071,52707.006024000002071,2014/01/01,24.9,9.5,19.4,100,-0.0,,,
1037,243463.727271000010660,243563.727271000010660,52607.006024000002071,52707.006024000002071,2014/01/01,25.1,8.0,16.7,100,-0.0,,,
1038,243563.727271000010660,243663.727271000010660,52607.006024000002071,52707.006024000002071,2014/01/01,24.2,9.9,18.4,100,-0.0,,,
1039,243663.727271000010660,243763.727271000010660,52607.006024000002071,52707.006024000002071,2014/01/01,23.5,15.4,40.7,100,-0.0,,,
1040,243763.727271000010660,243863.727271000010660,52607.006024000002071,52707.006024000002071,2014/01/01,22.8,14.1,22.4,100,-0.0,,,
1041,243863.727271000010660,243963.727271000010660,52607.006024000002071,52707.006024000002071,2014/01/01,24.0,10.6,20.0,100,-0.0,,,
1042,243963.727271000010660,244063.727271000010660,52607.006024000002071,52707.006024000002071,2014/01/01,24.5,13.5,19.2,100,-0.0,,,
1043,244063.727271000010660,244163.727271000010660,52607.006024000002071,52707.006024000002071,2014/01/01,22.6,16.2,25.1,100,-0.0,,,
1044,244163.727271000010660,244263.727271000010660,52607.006024000002071,52707.006024000002071,2014/01/01,22.1,20.0,28.9,100,-0.0,,,
1045,244263.727271000010660,244363.727271000010660,52607.006024000002071,52707.006024000002071,2014/01/01,21.5,31.1,32.6,95,-0.0,,,
1046,244363.727271000010660,244463.727271000010660,52607.006024000002071,52707.006024000002071,2014/01/01,23.0,30.1,33.1,100,-0.0,,,
1047,244463.727271000010660,244563.727271000010660,52607.006024000002071,52707.006024000002071,2014/01/01,21.1,30.2,42.2,100,-0.0,,,
1048,244563.727271000010660,244663.727271000010660,52607.006024000002071,52707.006024000002071,2014/01/01,19.7,30.7,34.6,100,-0.0,,,
1049,244663.727271000010660,244763.727271000010660,52607.006024000002071,52707.006024000002071,2014/01/01,22.0,30.6,42.1,100,-0.0,,,
1050,244763.727271000010660,244863.727271000010660,52607.006024000002071,52707.006024000002071,2014/01/01,26.0,6.3,12.7,100,-0.0,,,
1051,244863.727271000010660,244963.727271000010660,52607.006024000002071,52707.006024000002071,2014/01/01,24.8,20.6,21.5,78,-0.0,,,
1052,244963.727271000010660,245063.727271000010660,52607.006024000002071,52707.006024000002071,2014/01/01,22.4,25.1,36.0,100,-0.0,,,
1053,245063.727271000010660,245163.727271000010660,52607.006024000002071,52707.006024000002071,2014/01/01,27.1,9.6,22.7,100,-0.0,,,
1054,245163.727271000010660,245263.727271000010660,52607.006024000002071,52707.006024000002071,2014/01/01,22.8,14.9,23.7,100,-0.0,,,
1055,245263.727271000010660,245363.727271000010660,52607.006024000002071,52707.006024000002071,2014/01/01,23.1,14.7,22.8,100,-0.0,,,
1056,245363.727271000010660,245463.727271000010660,52607.006024000002071,52707.006024000002071,2014/01/01,21.7,27.2,36.8,100,-0.0,,,
1057,245463.727271000010660,245563.727271000010660,52607.006024000002071,52707.006024000002071,2014/01/01,19.5,44.4,46.8,90,-0.0,,,
1150,239463.727271000010660,239563.727271000010660,52507.006024000002071,52607.006024000002071,,,,,,-0.0,,,
1151,239563.727271000010660,239663.727271000010660,52507.006024000002071,52607.006024000002071,2014/01/01,5.8,5.3,6.4,2,-0.0,,,
1152,239663.727271000010660,239763.727271000010660,52507.006024000002071,52607.006024000002071,,,,,,-0.0,,,
1153,239763.727271000010660,239863.727271000010660,52507.006024000002071,52607.006024000002071,,,,,,-0.0,,,
1154,239863.727271000010660,239963.727271000010660,52507.006024000002071,52607.006024000002071,,,,,,-0.0,,,
1155,239963.727271000010660,240063.727271000010660,52507.006024000002071,52607.006024000002071,2014/01/01,8.3,-1.0,-1.0,1,-0.0,,,
1156,240063.727271000010660,240163.727271000010660,52507.006024000002071,52607.006024000002071,,,,,,-0.0,,,
1157,240163.727271000010660,240263.727271000010660,52507.006024000002071,52607.006024000002071,2014/01/01,6.4,20.2,24.0,9,-0.0,,,
1158,240263.727271000010660,240363.727271000010660,52507.006024000002071,52607.006024000002071,2014/01/01,13.0,12.8,13.9,88,-0.0,,,
1159,240363.727271000010660,240463.727271000010660,52507.006024000002071,52607.006024000002071,,,,,,-0.0,,,
1180,242463.727271000010660,242563.727271000010660,52507.006024000002071,52607.006024000002071,2014/01/01,18.3,-1.0,-1.0,100,-0.0,,,
1181,242563.727271000010660,242663.727271000010660,52507.006024000002071,52607.006024000002071,2014/01/01,20.1,30.5,42.5,100,-0.0,,,
1182,242663.727271000010660,242763.727271000010660,52507.006024000002071,52607.006024000002071,2014/01/01,18.0,24.5,32.9,100,-0.0,,,
1183,242763.727271000010660,242863.727271000010660,52507.006024000002071,52607.006024000002071,2014/01/01,11.6,15.5,21.6,100,-0.0,,,
1184,242863.727271000010660,242963.727271000010660,52507.006024000002071,52607.006024000002071,2014/01/01,12.8,48.6,52.8,87,-0.0,,,
1185,242963.727271000010660,243063.727271000010660,52507.006024000002071,52607.006024000002071,2014/01/01,18.7,32.0,49.0,100,-0.0,,,
1186,243063.727271000010660,243163.727271000010660,52507.006024000002071,52607.006024000002071,2014/01/01,19.8,39.0,41.1,92,-0.0,,,
1187,243163.727271000010660,243263.727271000010660,52507.006024000002071,52607.006024000002071,2014/01/01,18.0,39.4,41.8,96,-0.0,,,
1188,243263.727271000010660,243363.727271000010660,52507.006024000002071,52607.006024000002071,2014/01/01,19.2,37.5,50.3,100,-0.0,,,
1189,243363.727271000010660,243463.727271000010660,52507.006024000002071,52607.006024000002071,2014/01/01,23.3,22.1,30.3,100,-0.0,,,
1190,243463.727271000010660,243563.727271000010660,52507.006024000002071,52607.006024000002071,2014/01/01,24.8,14.2,21.4,100,-0.0,,,
1191,243563.727271000010660,243663.727271000010660,52507.006024000002071,52607.006024000002071,2014/01/01,25.3,15.7,22.5,100,-0.0,,,
1192,243663.727271000010660,243763.727271000010660,52507.006024000002071,52607.006024000002071,2014/01/01,23.5,14.6,22.3,100,-0.0,,,
1193,243763.727271000010660,243863.727271000010660,52507.006024000002071,52607.006024000002071,2014/01/01,25.5,9.2,19.3,100,-0.0,,,
1194,243863.727271000010660,243963.727271000010660,52507.006024000002071,52607.006024000002071,2014/01/01,25.0,10.3,21.6,100,-0.0,,,
1195,243963.727271000010660,244063.727271000010660,52507.006024000002071,52607.006024000002071,2014/01/01,24.4,13.0,24.4,100,-0.0,,,
1196,244063.727271000010660,244163.727271000010660,52507.006024000002071,52607.006024000002071,2014/01/01,23.9,14.9,20.3,100,-0.0,,,
1197,244163.727271000010660,244263.727271000010660,52507.006024000002071,52607.006024000002071,2014/01/01,23.3,26.5,27.7,100,-0.0,,,
1198,244263.727271000010660,244363.727271000010660,52507.006024000002071,52607.006024000002071,2014/01/01,20.8,21.3,27.6,100,-0.0,,,
1199,244363.727271000010660,244463.727271000010660,52507.006024000002071,52607.006024000002071,2014/01/01,23.9,17.0,27.2,100,-0.0,,,
1200,244463.727271000010660,244563.727271000010660,52507.006024000002071,52607.006024000002071,2014/01/01,23.8,22.6,36.6,100,-0.0,,,
1201,244563.727271000010660,244663.727271000010660,52507.006024000002071,52607.006024000002071,2014/01/01,18.8,38.8,45.5,100,-0.0,,,
1202,244663.727271000010660,244763.727271000010660,52507.006024000002071,52607.006024000002071,2014/01/01,20.1,38.0,45.2,100,-0.0,,,
1203,244763.727271000010660,244863.727271000010660,52507.006024000002071,52607.006024000002071,2014/01/01,25.9,10.6,23.5,100,-0.0,,,
1204,244863.727271000010660,244963.727271000010660,52507.006024000002071,52607.006024000002071,2014/01/01,24.8,19.3,28.8,100,-0.0,,,
1205,244963.727271000010660,245063.727271000010660,52507.006024000002071,52607.006024000002071,2014/01/01,25.1,16.5,24.2,100,-0.0,,,
1206,245063.727271000010660,245163.727271000010660,52507.006024000002071,52607.006024000002071,2014/01/01,23.0,19.1,26.5,100,-0.0,,,
1207,245163.727271000010660,245263.727271000010660,52507.006024000002071,52607.006024000002071,2014/01/01,22.6,13.7,29.4,100,-0.0,,,
1208,245263.727271000010660,245363.727271000010660,52507.006024000002071,52607.006024000002071,2014/01/01,21.6,15.2,21.3,100,-0.0,,,
1209,245363.727271000010660,245463.727271000010660,52507.006024000002071,52607.006024000002071,2014/01/01,21.7,19.8,26.9,100,-0.0,,,
1210,245463.727271000010660,245563.727271000010660,52507.006024000002071,52607.006024000002071,2014/01/01,24.3,34.4,49.9,100,-0.0,,,
1211,245563.727271000010660,245663.727271000010660,52507.006024000002071,52607.006024000002071,2014/01/01,13.7,24.8,26.8,75,-0.0,,,
1302,239363.727271000010660,239463.727271000010660,52407.006024000002071,52507.006024000002071,2014/01/01,5.2,-1.0,-1.0,20,-0.0,,,
1303,239463.727271000010660,239563.727271000010660,52407.006024000002071,52507.006024000002071,2014/01/01,5.4,-1.0,-1.0,1,-0.0,,,
1304,239563.727271000010660,239663.727271000010660,52407.006024000002071,52507.006024000002071,,,,,,-0.0,,,
1305,239663.727271000010660,239763.727271000010660,52407.006024000002071,52507.006024000002071,,,,,,-0.0,,,
1306,239763.727271000010660,239863.727271000010660,52407.006024000002071,52507.006024000002071,,,,,,-0.0,,,
1307,239863.727271000010660,239963.727271000010660,52407.006024000002071,52507.006024000002071,2014/01/01,19.8,9.1,9.6,17,-0.0,,,
1308,239963.727271000010660,240063.727271000010660,52407.006024000002071,52507.006024000002071,,,,,,-0.0,,,
1309,240063.727271000010660,240163.727271000010660,52407.006024000002071,52507.006024000002071,,,,,,-0.0,,,
1310,240163.727271000010660,240263.727271000010660,52407.006024000002071,52507.006024000002071,,,,,,-0.0,,,
1311,240263.727271000010660,240363.727271000010660,52407.006024000002071,52507.006024000002071,2014/01/01,9.5,33.2,37.2,61,-0.0,,,
1312,240363.727271000010660,240463.727271000010660,52407.006024000002071,52507.006024000002071,2014/01/01,9.2,9.0,10.1,25,-0.0,,,
1313,240463.727271000010660,240563.727271000010660,52407.006024000002071,52507.006024000002071,,,,,,-0.0,,,
1314,240563.727271000010660,240663.727271000010660,52407.006024000002071,52507.006024000002071,,,,,,-0.0,,,
1315,240663.727271000010660,240763.727271000010660,52407.006024000002071,52507.006024000002071,2014/01/01,16.2,27.5,35.6,100,-0.0,,,
1316,240763.727271000010660,240863.727271000010660,52407.006024000002071,52507.006024000002071,2014/01/01,15.9,14.9,48.3,100,-0.0,,,
1317,240863.727271000010660,240963.727271000010660,52407.006024000002071,52507.006024000002071,2014/01/01,6.9,12.4,17.5,100,-0.0,,,
1334,242563.727271000010660,242663.727271000010660,52407.006024000002071,52507.006024000002071,2014/01/01,24.4,18.9,43.0,100,-0.0,,,
1335,242663.727271000010660,242763.727271000010660,52407.006024000002071,52507.006024000002071,2014/01/01,14.0,36.2,45.6,100,-0.0,,,
1336,242763.727271000010660,242863.727271000010660,52407.006024000002071,52507.006024000002071,2014/01/01,17.4,28.2,38.6,100,-0.0,,,
